Structures,chem_comp,solvent_removed,framework_count,framework_mean_dim
NIWZIE17_clean,O372Mg62C186H6,1,1,3.0
NIWZIE18_clean,O372Mg62C186H6,1,1,3.0
NIXFUX_clean,Cd248O1984H400N992C14880,1,1,3.0
NIXGIM_clean,Cd248O1984H450N496C13578,1,1,3.0
NIXKIQ_clean,Zn372C8432H156O2108,1,2,3.0
NIXPOA_clean,Ag496S2108F372O372N992C4588H128,1,1,3.0
NIYJAI_clean,Br408C13056H272O816N816S816Cd204,1,1,3.0
NIYZIG_clean,Zn248P124O992C2604H52,1,1,3.0
NIZNAN_clean,C4284H108Tb204O1224N1224,1,1,3.0
NIZZAY_clean,Zn744H192C8928I1488N2976,1,1,3.0
NIZZEC_clean,Zn744H192C8928I1488N2976,1,1,3.0
NIZZIG_clean,Zn744H192C8928I1488N2976,1,1,3.0
NIZZOM_clean,Zn744H192C8928I1488N2976,1,1,3.0
NOBVOR_clean,Co3H744C1178N372O248,1,1,3.0
NOBWEI_clean,H336C14688O2448Cu612N1224,1,1,3.0
NOCKOG_clean,Mg248H32C1984O992,1,1,3.0
NOCKUM_clean,Ca186H24C1488O744,1,1,3.0
NOCLOH01_clean,Sr153H12C1224O612,1,1,3.0
NOCLOH02_clean,Sr153H12C1224O612,1,1,3.0
NOCLOH03_clean,Sr153H12C1224O612,1,1,3.0
NOCLOH_clean,Sr153H12C1224O612,1,1,3.0
NOCLUN_clean,Sr204H16C1632O816,1,1,3.0
NOCYUB_clean,Sr204Zn102H18C2142N306O1224,1,1,3.0
NOCZAI_clean,Sr204Ni2H918C2142N306O1224,1,1,3.0
NODKAT_clean,In204O1632C4080H112,1,1,3.0
NODKEX_clean,O32C3472In124,1,1,3.0
NODKIB_clean,In408O4080C10812H224,1,1,3.0
NODKOH_clean,In408O4080C9384H176,1,1,3.0
NODKUN_clean,In204O2040C5712H64,1,1,3.0
NOFDUI_clean,Co8O2040C4488H6324,1,1,3.0
NOFHOG_clean,Eu124H48C2976O744,1,1,3.0
NOFHUM_clean,Zn248H64C3968O992,1,2,2.0
NOFPUT_clean,Bi1020Na1224O12444H264C8568,1,1,3.0
NOFQII_clean,Eu62La62H24C744O930,1,1,3.0
NOFQIK_clean,C2040H56N816Cu204I204,1,1,3.0
NOFQOQ_clean,C2040H56N816Cu204I204,1,1,3.0
NOFRAC_clean,As204H12Pb408C1224N204O1020,1,1,2.0
NOFRIK_clean,O992C3224H64Tb124N124Cu62,1,1,3.0
NOGDAP_clean,Al918P918O72,1,1,3.0
NOHFOG_clean,Er248H24C2604O1488,1,1,3.0
NOHHID_clean,Cu248O992N744C2480H40,1,1,3.0
NOHKIG_clean,O992Tb124N248C992Na4,1,1,3.0
NOHKOM_clean,O992Gd124N248C992Na4,1,1,3.0
NOHKUS_clean,O992Eu124N248C992Na4,1,1,3.0
NOHLAZ_clean,O992Sm124N248C992Na4,1,1,3.0
NOHLED_clean,O1240H16Ce124N248C992Na124,1,1,3.0
NOHSIM01_clean,Zn124P248O992H12,1,1,3.0
NOHSIM_clean,Zn4P408O1632,1,1,3.0
NOHSUA_clean,Ca310O1612H132C6696,1,1,3.0
NOJBOF_clean,Cd124N372C2356H44O496S124,1,1,3.0
NOJMOP_clean,Cu744N1364C4216H120,1,2,3.0
NOKJON_clean,Zn2U186P248O992,1,1,3.0
NOKLIJ_clean,Ni6H186C744O558,1,1,3.0
NOKPEJ_clean,Cd124H20C558N372O248,1,1,3.0
NOLQUA_clean,O306C3060N306H3060Mn1,1,1,3.0
NOLRIR_clean,Cd372O1488C5208H88,1,1,3.0
NOMKUX_clean,Ag992N2976C5952H192,1,2,3.0
NOMPOW_clean,Co20N816O3672C16320H9792,1,1,3.0
NOMQAJ01_clean,C3876H44N204O816Zn204,1,1,3.0
NOPJOT_clean,Mn12C6120H2856O2856,1,1,3.0
NOPJUZ01_clean,Ni3O816N408C3570H2550,1,1,3.0
NOPJUZ_clean,N408O714C3570H2346Ni3,1,1,3.0
NOQGIL_clean,Zn496N1984H192C7316,1,1,3.0
NOQKOV_clean,Co3H1178C1798N310O248,1,1,3.0
NOQKUB_clean,N510O408C3876H2550Co3,1,1,3.0
NOQLOV01_charged,In204C1020O1632H8N204,0,1,3.0
NOQLOV_charged,In204C1020O1632H20N204,0,1,3.0
NOQLOV_clean,In204H20C1020N204O1632,0,1,3.0
NOQNOY_clean,Ca186Ce124H44C2604N372O1612,1,1,3.0
NOQPAM_clean,Ba204Ce102H26C2142N408O1734,1,1,3.0
NORBUT_clean,O5580H288C5580Ba558Zn558,1,1,3.0
NORGOS_clean,Ba306Co6H3060C3060O3060,1,1,3.0
NORJEL_clean,Cd124H86C3968N186O744,1,1,3.0
NORPIV_clean,O992Zn496N1984C2976H96,1,1,3.0
NOSHEK_clean,U124P248F124O992H16C744,1,1,3.0
NOSHIO_clean,U124P248F124O992H16C744,1,1,3.0
NOSJIQ_charged,Dy1612Cu186H240C10602N1488O8494Cl62,0,1,3.0
NOSTUM01_clean,O744H16C992Mg124,1,1,3.0
NOSTUM_clean,O744H16C992Mg124,1,1,3.0
NOWGIR_clean,Ag434H32C1488N1240,1,1,3.0
NOZZOT_charged,Cd124Si62H72C2232O682N124,0,1,3.0
NUBBAP_clean,Zn682O2232C3348H36,1,1,3.0
NUBPIL_clean,Cu124H24C1364N248O496,1,1,3.0
NUCCEV_clean,O992N992H176C5952Cu248,1,1,3.0
NUCPEI_clean,Zn496C5704H72O2480,1,1,3.0
NUCPIM_clean,Zn496O2976C5704H72,1,1,3.0
NUCREJ_clean,Zn279H48C1860N744O930,1,1,3.0
NUCYAN_clean,Eu124O992C2108H52,1,1,3.0
NUCYER_clean,Gd124O992C2108H52,1,1,3.0
NUCYIV_clean,Dy124O992C2108H52,1,1,3.0
NUDLAA_clean,Zn496H128C6448N1240O1550,1,1,3.0
NUDLAB_clean,Fe8C10608H8160N816O2652Zn408,1,1,3.0
NUDLEF_clean,Fe16Cd496C12896H9920N992O3224,1,1,3.0
NUDLIJ_clean,Mg372N248O1240C1736H32,1,1,3.0
NUDMAC_clean,Mg372O1240H32C1736N248,1,1,3.0
NUDMEG_clean,N408Mg612O2040H32C2856,1,1,3.0
NUDMOQ_clean,Mg372N248O1240H32C1736,1,1,3.0
NUDMUW_clean,Mg372N248O1240H32C1736,1,1,3.0
NUDNEH_clean,N408Mg612O2040H32C2856,1,1,3.0
NUFBEX_clean,Zn155O744C1488H16,1,1,3.0
NUFBOH_clean,Zn248O1612C2976H40,1,1,3.0
NUFBUN_clean,Zn248O992C1612H16,1,1,3.0
NUFCAU_clean,Zn496O1488C2976H32,1,1,3.0
NUFTOY_charged,In408H192C11424O3264N408,0,1,3.0
NUGRIR_clean,Cu1116H144W186C5952S744Br744N4464,1,1,3.0
NUGROX_clean,Cu1116H192W186C7440S744Br744N2976,1,1,3.0
NUHNUA_clean,N3264C13056H16320Co8,1,1,3.0
NUHPAI_clean,Zn62H80C1984N496,1,1,3.0
NUHQAK_clean,Eu248O1488C3720H56,1,1,3.0
NUHQIS_clean,Eu217O1488C3720H56Tb31,1,1,3.0
NUHQOY_clean,Eu186O1488C3720H56Tb62,1,1,3.0
NUHQUE_clean,O1488C3720H56Eu155Tb93,1,1,3.0
NUHRAL_clean,Eu124O1488C3720H56Tb124,1,1,3.0
NUHZAS_clean,Zn248O1240N496C4960H72S124,1,1,3.0
NUJCEA_clean,Cd248Ni8N1488C1736,1,1,3.0
NUJCIE_clean,Cd248Ni8N1488C1736,1,1,3.0
NULMAJ_clean,Ni4Mo62H3472C1984N992,1,1,3.0
NUMPAO_clean,Zn248O496N248C2976H108,1,1,3.0
NUNCEG_clean,Li8Si102O816C2856H1632,1,1,3.0
NUNNUH_clean,C3672H1632O2448Ni4,1,1,3.0
NUNPAP_clean,O2448C3672H1224Ni4,1,1,3.0
NUNSIA_clean,N3264H320C12240Ag816,1,1,3.0
NUNSOG_clean,N3264H320C12240Ag816,1,1,3.0
NUNTOH_clean,O2040F408P612Co8,1,1,3.0
NUNWIE_clean,O2856Co16P816F408,1,1,3.0
NUNZUT_clean,N408C3672H96Cu102,1,1,3.0
NURMUJ_clean,Zn186H12C1116O744,1,1,3.0
NUSSEA_clean,Zn496O2480C1984H48,1,1,3.0
NUTQAV_clean,Cu186H18C1674O744,1,1,3.0
NUTQEZ_clean,Cu186H18C1674O744,1,1,3.0
NUTYOS_clean,C6528H96N408Nd408O3672,1,1,3.0
NUVBIQ_clean,C1530H6Nd102O1224Yb102,1,1,3.0
NUVWEH_clean,La124H32C992O1240,1,1,3.0
NUVWIL_clean,La124Zn186H48C1488O1860,1,1,3.0
NUVXOT_clean,Zn744O1736C2976H48N1488,1,1,3.0
NUVYIN_clean,Ni6H2356C3720N372O868,1,1,3.0
NUVYOT_clean,Ni4H1860C3100N248O868,1,1,3.0
NUWBOX_clean,Mo744Mn6P496O3100,1,1,3.0
NUWPOM_clean,Mg36O2790C558,1,1,3.0
NUXMAU_clean,Cu4P204C306O612,1,1,3.0
NUXWAG_clean,Mo124Mn8N868C868,1,1,3.0
NUYNAY_clean,Ti6O806C1488,1,1,3.0
NUYNEC_clean,Ti6O806C1488,1,1,3.0
NUYQUU_clean,Cd248S248N744C496H8,1,1,3.0
NUYWEK_clean,Cd62H28C1240N248O248,1,1,3.0
NUYWOU_clean,Cd124H76C3100N620O496,1,1,3.0
NUZCIV_clean,Co36S3672O3672N11934C7344H5508,1,1,3.0
NUZSAD_clean,Eu62O434N62C620H16,1,1,3.0
Ni-DOBDC,Ni6H186C744O558,1,1,3.0
OBAFEF_clean,Tb124Cu496I496O744N372C2232H48,1,1,3.0
OBAFIJ_clean,Tb124Cu496I496O744N372C2232H48,1,1,3.0
OBAFOP_clean,Tb372I1488Cu1488O2232N1116C6696H144,1,1,3.0
OBAHIL_clean,Zn558N1674O2232C12276H234,1,1,3.0
OBAHOR_clean,Zn558N1674H234O2232C12276,1,1,3.0
OBAHUX_clean,Zn558N1674O2232C12276H234,1,1,3.0
OBAJAF_clean,Zn558N1674H234O2232C12276,1,1,3.0
OBEDAA_charged,Ag124H48C2852N496B124F496,0,2,3.0
OBEDEE_clean,Ag124H52C2728N372O124,1,2,3.0
OBENAL01_clean,O4080H7344C2856Co20,1,1,3.0
OBENAL02_clean,O4080H7344C2856Co20,1,1,3.0
OBENAL_clean,O4080H7344C2856Co20,1,1,3.0
OBENUF_clean,Gd124H16C1116O744,1,1,3.0
OBEPER_clean,Tm124H12C1116N124O992,1,1,3.0
OBIBAF_clean,Mg496O2728C8680H240,1,2,3.0
OBIBEJ_clean,Ca248O1240C4092H114,1,2,3.0
OBIBOT_clean,Ba918O5508N612C13464H216,1,2,3.0
OBODEQ_clean,Nd124H12C1116O744,1,1,3.0
OBOGUK_clean,Zn186O806C1426H20,1,1,3.0
OBONUO_charged,Cu248H160C5456N992Cl124B372F1488,0,1,3.0
OBUBIW_clean,O2046C1488H48La124Cu186,1,1,3.0
OBUBOC_clean5b,Ce124Cu186H48C1488O1860,1,1,3.0
OBUBOC_manual,Ce124Cu186H48C1488O1860,1,1,3.0
OBUFEX_clean,Zn124H44C1984N248O744,1,1,3.0
OBUFIB_SL,Zn248H48C1984N248O868,1,1,3.0
OBUFIB_clean,Zn248H44C1984N248O868,1,1,3.0
OBUREL_clean,Cu558C8928H198N558O3348,1,1,3.0
OCACUR_clean,Co4H124C620O496,1,1,3.0
OCAQOY_clean,V248Ni4H1488C1860N372O496,1,1,3.0
OCAWAT_clean,Cd372Si124O1488C3100H48,1,1,3.0
OCEGIP_clean,C816H816Fe1Si51F306N204,1,1,3.0
OCEGOV_clean,C816H816Ni1Si51F306N204,1,1,3.0
OCIHIS_clean,O1488C1240P496N248Zr4,1,1,3.0
OCILEU_clean,Co12C7752B2040H6936O2856N408,1,1,3.0
OCILIY_clean,Zn248O1054C4216B620H108N124,1,1,3.0
OCIMAR_clean,Co3O918N204C4182H3978B1020,1,1,3.0
OCIMEV_clean,C4182Co3B1020H3978O918N204,1,1,3.0
OCIMIZ_clean,Co3C4182B1020H3978O918N204,1,1,3.0
OCIMOF_clean,C4182Co3O918H3978B1020N204,1,1,3.0
OCIMUL_clean,Co3O918H3978C4182N204B1020,1,1,3.0
OCINAS_clean,Zn124C2976B620H84O682N124,1,2,3.0
OCINIA_clean,Zn620O1736C2728H40N744,1,1,3.0
OCIVIH_clean,Pr124Co6H1116C2604N372O1488,1,1,3.0
OCIYUW_charged,Ag186H24C930N744O186P186F1116,0,1,3.0
OCIZAD_clean,C7344H104N816O1020Cu204,1,1,3.0
OCIZIL,Zn248H176C7936N992O1240,1,1,3.0
OCOKUP_clean,Mn4C2040N612H1224,1,1,3.0
OCUGEZ01_clean,Nd62H24C558O372,1,1,3.0
OCUGEZ_clean,Nd62H24C558O372,1,1,3.0
OCUMIL_clean,C6528H1632Mn16N816O4896,1,1,3.0
OCUMOR_clean,Mn16O5304N816C6528H2448,1,1,3.0
OCUMUX_clean,O5304C6528H1632Mn16N816,1,1,3.0
OCUNAE_clean,C6528H1632N816O4896Mn16,1,1,3.0
OCUPOS_clean,V124P124H20C248O434,1,1,3.0
OCUPUY_clean,V124P124H24C310O434,1,1,3.0
OCUQIN_clean,V496P496O1736C744H56,1,1,3.0
OCUQOT_clean,V496P496O1736C744H56,1,1,3.0
OCUQUZ_clean,V496P496O1736C744H56,1,1,3.0
OCURAG_clean,V496P496O1736C744H56,1,1,3.0
OCUREK_clean,V744P496O1984C744H56,1,1,3.0
OCURIO_clean,V744O2232P496C744H56,1,1,3.0
OCUSIP_clean,V372P496O1488C496H32,1,1,3.0
OCUSOV_clean,V496P496O1736C744H56,1,1,3.0
OCUSUB_clean,V496P496O1736C744H48,1,1,3.0
OCUTAI_clean,V744P496O1736C744H56,1,1,3.0
OCUTEM_clean,V496P496O1736C744H56,1,1,3.0
ODAHIK_charged,Cu124H168C3968N744O868,0,2,3.0
ODAJAG_clean,Nd124H16C620O992,1,1,3.0
ODEKAL_clean,P408O1632H408In204Li2,1,1,3.0
ODELOZ_clean,V124P124H12C124O434,1,1,3.0
ODERIZ_clean,N2448C4896H48Pd612O1224F1224,1,1,3.0
ODEZAB_clean,O2790C7812H144Cu558,1,1,3.0
ODIMAQ_clean,Sm124Zn186H48C1488O1860,1,1,3.0
ODIVUU_clean,O992N620H40C2232Zn248,1,1,3.0
ODIXAC_charged,Cd124Si62H72C2294O682N124,0,1,3.0
ODIXEG_clean,Zn124Si62H32C1736O496,1,1,3.0
ODIXIK_clean,Cd372O1488Si124C4154H80,1,1,3.0
ODODES_clean,Zn186Si124H68C3472O992,1,1,3.0
ODODIW_clean,Zn155Si62H34C1736O558,1,1,3.0
ODODOC_clean,Cd93Si62H32C1736O496,1,1,3.0
ODOMIF_clean,O1020C2448H1224Mn4,1,1,3.0
ODONEB_clean,Ni12H8928C8184N2976O2232,1,1,3.0
ODONIF_clean,Co12H8928C8184N2976O2232,1,1,3.0
ODOXEK_clean,Cd186H18C1674O1116,1,1,3.0
ODUNEH_clean,Zn310H64C3472O1116,1,1,3.0
OFAMUF_clean,O816C5916H3060Co4N612,1,1,3.0
OFAPIW_clean,O816C5916H2652N1224Co4,1,2,3.0
OFAWAV_clean,Hf186H24C1488O744,1,1,3.0
OFAWEZ_clean,Hf186H24C1488O744,1,1,3.0
OFEHAK_clean,Cd248H64C2976N496O992,1,1,3.0
OFEHEO_clean,Cd248H96C4216N744O992,1,1,3.0
OFEREX_clean,Eu124H12C1116O744,1,1,3.0
OFERUN02_clean_h,Zn186H59C1488N744,1,1,3.0
OFERUN03_clean,Zn186H60C1488N744,1,1,3.0
OFERUN04,Zn372H120C2976N1488,1,1,3.0
OFERUN06_clean,Zn186H24C1488N744,1,1,3.0
OFERUN_clean,Zn186H60C1488N744,1,1,3.0
OFESAU_clean,Gd124Cu186H60C1488N372O1488,1,1,3.0
OFESEY_clean,Nd124Cu186H60C1488N372O1488,1,1,3.0
OFESIC_clean,Sm124Cu186H60C1488N372O1488,1,1,3.0
OFEZEF_clean,O96Al918P1224,1,1,3.0
OFEZIJ_clean,O96Al918P1224,1,1,3.0
OFIWIK_charged,Zn372P496H128O1488C1488N248,0,1,3.0
OFIWOQ_charged,Zn744P992H224O2976C2480N496,0,1,3.0
OFOCUI_clean,Cu744H72C5952N744O2976,1,1,3.0
OFODAP_clean,Cd248H24C1984N248O992,1,1,3.0
OFODET_clean,Mn4H992C1984N248O992,1,1,3.0
OFORUX_clean,Cd62Cu62H44C1612N248Cl124O124,1,1,3.0
OFUCAV_clean,Ce124H16C620O744,1,1,3.0
OFUCEZ_clean,Ce62O372C372H6,1,1,3.0
OFUDUQ_clean,Co2P102H1122C1224N306O408,1,1,3.0
OFUFUR_clean,C5304H4896N2448O4080Ni4W1836F816Si102,1,1,3.0
OFUSAL_clean,Ag124P124H48C744S124N372,1,1,3.0
OFUSEP_clean,Ag248P124H48C744S124N372,1,1,3.0
OFUYUL_SL,Zn248H32C1984O1240,1,1,3.0
OFUYUL_clean,Zn248H24C1984O1240,1,1,3.0
OGAGAF_clean,Zn248P248H64C1612N248O744,1,1,3.0
OGAGEJ_clean,Zn248P248H64C1612N248O744,1,1,3.0
OGAGIN_clean,Zn248P248H64C1612N248O744,1,1,3.0
OGAQES_clean,Ba408S612O2448H60C1836,1,1,3.0
OGAXUR_clean,Co6H2046C1767N186O744,1,1,3.0
OGEBAF01_clean,Cu558H84C6324O2232,1,1,3.0
OGEBAF_clean,Cu372H84C5952O1488,1,2,2.0
OGECOU_clean,Ni6H2046C1767N186O744,1,1,3.0
OGESOJ_clean,Bi124O32C496,1,1,3.0
OGIBOV_clean,Ga1020P1020F16O4080,1,1,3.0
OGIBUD_clean,Zn124O992C1240H8,1,1,3.0
OGIJIY_clean,Sm62C930O434H40,1,1,3.0
OGIKAR_clean,Cu744H232C13144N1736O2976,1,2,3.0
OGIYAF_clean,Co2H186C186O372,1,1,3.0
OGIYOT_charged,Nd124H128C6448S496N496O1984,1,1,3.0
OGIYUZ_charged,Eu124H128C6448S496N496O1984,1,1,3.0
OGIYUZ_clean,S816N816C10608H128O3264Eu204,1,1,3.0
OGOJAX_clean,C20400H176O5712Cu1224,1,2,3.0
OGOJOJ_charged,Gd124H224C4092N2108O992Cu744,0,1,3.0
OGOWAJ_clean,Zn248H128C5456N248O992,1,2,3.0
OGUJIL_clean,N2448C1224H24Cu102,1,1,3.0
OGUPIQ_clean,Co20H2728C3968N496O2232,1,1,3.0
OGURAK_charged,Cu124H16C992N496Cl31O248,1,1,3.0
OGUZIA_clean,Zn372P248O1488H18C496,1,1,3.0
OHAKEO_clean,Cd124H56C2480N496O496,1,1,3.0
OHAKIS_clean,Cd248H112C4960N992O992,1,2,3.0
OHAQEU_clean,Nb62Fe4C496N496,1,1,3.0
OHATAT_clean,Co6P204O1224C2244H1836N204,1,1,3.0
OHAZAZ_clean,Gd62H24C744N186O558,1,1,3.0
OHEGAJ_clean,As612Zn612O3264H8C408,1,1,3.0
OHEMIX_clean,Ag124C620H32N248O248,1,1,3.0
OHIHET_clean,N612C2652H32Zn102,1,1,3.0
OHIHOD_clean,Tb124O992C1984H32,1,1,3.0
OHIHUJ_clean,La124O992C1984H32,1,1,3.0
OHOFEW_clean,Co3H2604C1860N744,1,1,2.0
OHOFIA_clean,Co3H2604C1860N744,1,1,2.0
OHOLIH_clean,Zn124H24C1488O496,1,1,3.0
OHOMIH_clean,Cu124H6C558O434,1,1,3.0
OJAKOA_clean,Pr124H52C2604O1364,1,1,3.0
OJAKUG_clean,Eu124H52C2604O1364,1,1,3.0
OJICEQ_charged,Zn186H240C6076S372N372O2604,0,1,3.0
OJICUG_clean,Sc186H24C1488O806,1,1,3.0
OJIDAN_clean,Sc558H180C10044O2418,1,1,3.0
OJIFAP_clean,Na496N2480C6944O496H128,1,1,3.0
OJIWAG_clean,Zn248H80C4960N496O1488,1,2,3.0
OJIWEK_clean,C4896H56O1224Zn204N408,1,2,3.0
OJIWIO_clean,Zn124H40C2480N248O744,1,1,3.0
OJONOQ_clean,Er6C918O1836,1,1,3.0
OJORUC_clean,Zn248O868N372H84C3720,1,1,3.0
OJOSEN_clean,N2448C3672O1326H2448Co6,1,1,3.0
OJOSIR_clean,N2754C6732H4896O1938Co10,1,1,3.0
OJOZOE_clean,Gd62O620H16C434,1,1,3.0
OJUNIS_clean,O992H224C6696Zn124N620,1,2,3.0
OJUPEQ_clean,C32232O13872H568Zn1632N2040,1,1,3.0
OJUPIU_clean,C32130O15759H684Zn1836N1836,1,1,3.0
OKABAE_clean,Cu558H60C4836N744O2232,1,1,3.0
OKABEI_clean,Cu558H84C4836N744O2232,1,1,3.0
OKAYAC_clean,O744C1736Ca124S124H32,1,1,3.0
OKAYEG_clean,O744C1736Ca124S124H32,1,1,3.0
OKAYIK_clean,S204O1224C2856H32Ca204,1,1,3.0
OKAYOQ_clean,C1734H20O408Ca51,1,1,3.0
OKAYUW_clean,C1734H20O408Ca51,1,1,3.0
OKAZAD_clean,C1734H20O408Ca51,1,1,3.0
OKECIQ01_clean,O96Al918P1224,1,1,3.0
OKECIQ_clean,P744O96Al558,1,1,3.0
OKELIB_clean,Ni6O1020H1224C2244,1,1,3.0
OKELOH_clean,O992C2728H40Zn124,1,1,3.0
OKIJUO_charged,Ag124H48C2604N496B124F496,0,2,3.0
OKIKAV_charged,Ag124H48C2604N496Cl124O496,0,2,3.0
OKIKEZ_charged,Ag124H48C2728N496S124O372F372,0,2,3.0
OKILEA_clean,Mn9H930C2046N372O744,1,1,3.0
OKILIE_clean,Mn6H1116C2046N372O744,1,1,3.0
OKILUR_clean,Cd248O1240N372H32C2356,1,1,3.0
OKIMAY_clean,Zn124O992H36N372C2232,1,1,3.0
OKINIG_clean,Li14H1116C1488O1054,1,1,3.0
OKIPOO_clean,Co16H8928C12896N1984O2480,1,2,3.0
OKIPUU_clean,Cd496H288C12896N1984O2480,1,2,3.0
OKIQAB_clean,Zn496H288C12896N1984O2480,1,2,3.0
OKIQEG_clean,Cd372O2232N744H60C4588,1,1,3.0
OKITAE_clean,Cd248H16C248S124N496O620,1,1,3.0
OKITIM01_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKITIM01_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKITIM02_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKITIM02_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKITIM_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKITIM_clean,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIVAG01_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVAG01_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVAG_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVAG_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVIO01_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVIO01_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVIO02_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVIO02_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVIO_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVIO_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIVUA_clean,C9792H144N2448Cd204,1,1,3.0
OKIWEL01_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIWEL01_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIWEL02_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIWEL02_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIWEL_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIWEL_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIWUB01_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIWUB01_clean,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIWUB02_clean,C9792H144N2448Cd204,1,1,3.0
OKIWUB_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIWUB_clean,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIXIQ01_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIXIQ01_clean,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIXIQ02_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIXIQ02_clean,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIXIQ_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIXIQ_clean,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIYAJ01_clean,C9792H144N2448Cd204,1,1,3.0
OKIYAJ_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIYAJ_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIYIR01_charged,Cd124H144C5952N1488Cl124O496,0,1,3.0
OKIYIR02_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIYIR03_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIYIR03_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIYIR_charged,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIYIR_clean,Cd124H144C5952N1488Cl248O992,0,1,3.0
OKIZIT_clean,O1326C10404H6120Co6N612,1,1,3.0
OKOQOW_clean,U744O2728H176C3472,1,1,3.0
OKOSUE_clean,Cd744O2976C9424H144,1,1,3.0
OKUJOV_clean,O2480N1116C12648H492Zn620B372,1,2,3.0
OLAGIR_clean,P1632O6528H32Zn816,1,1,3.0
OLANAS_clean,Zn496O2666N744C5704H2232Co4Na124,1,1,3.0
OLANEW_clean,Cd434Co4O2480H2356N744C5704,1,1,3.0
OLANIA_clean,Co4Mn496O2852N744C5704H2232,1,1,3.0
OLEKUL_clean,Pd62Cu62Na93C3286H58N310O496,1,1,3.0
OLEKUM_clean5b,Zn496C5456N496Cl992O1984H128,1,1,3.0
OLEKUM_manual,Zn496C5456N496Cl992O1984H128,1,1,3.0
OLELAS_clean,Pt2Cu62Na93C3286H1798N310O496,1,1,3.0
OLODEA_clean,Zn558N3906C3906H198,1,1,3.0
OLOGAY_clean,C8160H120O1938N408Zn408,1,2,3.0
OLOGEC_clean,Zn496H96C5580N372O1984,1,1,3.0
OLOKEF_clean,Ni2H62C310O248,1,1,3.0
OLONAG_clean,Ag372Sr186S372O868N372C2232H44,1,1,3.0
OLOPEM_clean,Zn248O1240N496C5208H120,1,1,3.0
OLOPIQ_clean,Cd248O1240N496C5208H120Zn248,1,1,3.0
OLOPOW_clean,Cd124N496C4960H120O744,1,1,3.0
OLOYOF_clean,Cu744O3720C6572H104N124,1,1,3.0
OLUCAZ_clean,Cu124H72C2232N496O496,1,1,3.0
OLUROC_clean,C11016H72N3672O7344In918,1,1,3.0
OLURUI01_charged,In306H24C3672N1224O2448,1,1,3.0
OLURUI_charged,In306H24C3672N1224O2448,1,1,3.0
OMAMEU_clean,Zn744P744O2976H24,1,1,3.0
OMAWOP_clean,Ag248H48C1984S248N992O496,1,1,3.0
OMAXEG_clean,Ag124H24C992S124N496O248,1,1,3.0
OMEWUZ_clean,Ba204H28C1836O1122,1,1,3.0
OMICOD_clean,Zn248C4216H160N1984,1,1,3.0
OMIPAD_clean,C9792H128N612O816Zn204,1,1,3.0
OMORUE,Cu248B124H56C2232S248N992O372F496,0,1,3.0
OMOVET_clean,C4896H64N3672O1632Zn1020S408,1,1,3.0
OMOWEU_clean,Zn868N2232C8184H144O2976S372,1,1,3.0
OMUHUB_clean,Yb868O5084C20336H448,1,1,3.0
ONALEV_clean,Mn6P612O2448H204Zn306,1,1,3.0
ONAWAC_clean,N4896C8160H256Cu408,1,1,3.0
